Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
15410	-15727.6	-15711.8	-15.8609	0.0761444	0.102954	0.11071	0.0498992	0.155747	0.077659	0.0690747	0.130011	0.0978492	0.0822689	0.0704544	0.127109	0.0852197	0.100869	0.109668	0.130843	0.147402	0.0841209	0.117063	0.131037	0.0558836	0.103346	0.0902382	0.0307105	0.0340559	0.0227382	0.0386423	0.0370321	0.0574618	0.0355077	0.0305342	0.0275767	0.0166461	0.0333248	0.0334241	0.0409973	0.019959	0.042014	0.0298406	0.0397781	0.0068336	0.0376034	0.0840961	3.00435
15420	-15729.6	-15713.1	-16.4471	0.0929077	0.0937616	0.113386	0.095354	0.10224	0.100635	0.0691715	0.120508	0.0952901	0.0634067	0.0665024	0.152241	0.087292	0.0920169	0.135216	0.10681	0.164905	0.0834583	0.0934929	0.144362	0.0718409	0.0975591	0.0795889	0.0261849	0.0269315	0.0202814	0.0506048	0.0425856	0.0556718	0.0269448	0.0474956	0.0272095	0.0336796	0.0175988	0.0340563	0.0315547	0.0329831	0.0583423	0.0293173	0.0451475	0.0153671	0.0426647	0.0764011	3.06297
15430	-15720.5	-15703.9	-16.5631	0.0944326	0.107781	0.104083	0.0636544	0.14322	0.0973329	0.069542	0.120432	0.0935153	0.0729904	0.085761	0.167457	0.0850002	0.0851679	0.124927	0.104886	0.144415	0.091411	0.106283	0.134493	0.0603085	0.0958066	0.0988479	0.0307968	0.0471825	0.0209445	0.0439727	0.0287767	0.054532	0.0282371	0.0266193	0.0251286	0.024647	0.0369031	0.0413714	0.0367421	0.0289038	0.0583423	0.0330721	0.0448741	0.00866467	0.0318755	0.0712326	3.07457
15440	-15727.4	-15711.6	-15.7817	0.0952427	0.134267	0.105121	0.0637571	0.129449	0.0917641	0.0616137	0.107686	0.0822961	0.0740738	0.0809382	0.142045	0.0850002	0.091864	0.130894	0.11694	0.181986	0.077177	0.102419	0.118085	0.0685848	0.0762601	0.0814762	0.0201886	0.0352321	0.0252775	0.0547609	0.0335762	0.0534628	0.0342323	0.0229861	0.0251286	0.00727032	0.0287217	0.0497281	0.0323095	0.0267514	0.0467054	0.053557	0.0382979	0.0123395	0.0242328	0.0727227	2.99642
15450	-15730.5	-15715	-15.4902	0.0733173	0.119958	0.0940692	0.0743026	0.137782	0.0907872	0.0908262	0.107686	0.0849097	0.0834941	0.084933	0.125343	0.0658091	0.108036	0.106885	0.109434	0.163673	0.0628664	0.113305	0.105737	0.0524483	0.102398	0.0736629	0.0366561	0.0398114	0.0252775	0.0378636	0.036688	0.0823801	0.0396877	0.0353529	0.0136866	0.0235837	0.0313686	0.0448339	0.0248852	0.0408035	0.0535404	0.0347903	0.0499971	0.0129728	0.0251405	0.0462926	2.96728
15460	-15737.8	-15720.8	-16.9668	0.0993101	0.0837515	0.123232	0.0820805	0.144571	0.0986223	0.0908017	0.144882	0.100848	0.0975599	0.0854876	0.152616	0.0798125	0.0969379	0.0879207	0.12266	0.181275	0.0910902	0.115589	0.110328	0.0584043	0.0983678	0.0818383	0.0194138	0.0307659	0.0324285	0.0375175	0.0281665	0.0556692	0.0325036	0.0423602	0.0195006	0.0332965	0.0331583	0.018015	0.0318451	0.0219358	0.0582481	0.0324001	0.0431317	0.0251438	0.0233985	0.0680454	3.11493
15470	-15722.5	-15706.6	-15.9384	0.0952269	0.0837515	0.0999288	0.0896145	0.127085	0.0986223	0.0761642	0.114251	0.0961472	0.0775621	0.076451	0.138876	0.0780257	0.102406	0.128812	0.116947	0.163208	0.0832871	0.108038	0.112955	0.0578076	0.0960033	0.0777994	0.0200397	0.0430808	0.0324285	0.0383084	0.0350615	0.0783653	0.0242147	0.027593	0.0211488	0.0173801	0.0281248	0.0379556	0.0339019	0.0263513	0.0582481	0.0164562	0.0444496	0.0233372	0.0367878	0.0698892	3.01209
15480	-15729.7	-15712.9	-16.82	0.0920236	0.101793	0.13334	0.0755896	0.125898	0.100325	0.0771869	0.117213	0.10309	0.0743339	0.0892213	0.140723	0.0717917	0.113104	0.0948024	0.130212	0.154239	0.0843788	0.102908	0.107005	0.0644487	0.082853	0.0883424	0.0287726	0.0415043	0.0219975	0.046639	0.0359987	0.0409946	0.0325085	0.0376306	0.0259125	0.0427222	0.0302988	0.0599572	0.0332863	0.0353012	0.0494765	0.0312047	0.0446223	0.0230139	0.0367878	0.0768037	3.10025
15490	-15728.8	-15712.6	-16.19	0.0733382	0.110285	0.126818	0.0622719	0.125839	0.0849864	0.067488	0.147225	0.104034	0.0798352	0.0679765	0.141839	0.106201	0.0835396	0.116229	0.113714	0.159633	0.0815515	0.0923405	0.11798	0.0766652	0.0808043	0.0840622	0.0344002	0.0530018	0.0274582	0.0362034	0.0304933	0.0640122	0.0303333	0.0307726	0.021065	0.0193893	0.0165729	0.0425273	0.0351939	0.0362976	0.0484478	0.0350549	0.0321118	0.0176428	0.026688	0.0949317	3.03725
15500	-15731.4	-15715.2	-16.2334	0.0979332	0.121706	0.114711	0.0651527	0.123041	0.0739604	0.0611129	0.107118	0.0990975	0.0908718	0.0679765	0.138963	0.079275	0.0938845	0.100249	0.116376	0.172675	0.0767794	0.0934092	0.1131	0.053545	0.0948266	0.0698782	0.0280065	0.032954	0.0504909	0.0561294	0.038801	0.0764451	0.0317934	0.0304523	0.0163872	0.0221776	0.0177062	0.0534919	0.0337973	0.0371773	0.0695482	0.0384506	0.0603739	0.0108971	0.024298	0.0865729	3.04159
15510	-15730.6	-15715.5	-15.0995	0.0815047	0.106991	0.0995657	0.0612624	0.110725	0.0872831	0.0847392	0.107619	0.0860785	0.0708197	0.0624247	0.139353	0.059423	0.095306	0.133249	0.132314	0.153651	0.0980357	0.0987022	0.138086	0.0633687	0.0887031	0.0822328	0.0263478	0.0494209	0.014784	0.0514053	0.0392157	0.0593596	0.0175564	0.0257362	0.0163872	0.0183542	0.016723	0.0304233	0.0368449	0.0279129	0.0601982	0.0295672	0.0488406	0.0137514	0.0280868	0.0758541	2.92821
15520	-15723	-15707.3	-15.6914	0.086771	0.148225	0.135363	0.0744099	0.141487	0.0872831	0.0837452	0.111706	0.0865937	0.0800567	0.0759428	0.136301	0.0656216	0.0893004	0.109399	0.114062	0.154523	0.0726457	0.118046	0.118671	0.0533614	0.0954195	0.0851539	0.0289914	0.0407909	0.0167628	0.0413519	0.0319795	0.0706582	0.0384615	0.0313968	0.0154938	0.00891646	0.0131988	0.0388672	0.0305469	0.0183767	0.0540901	0.027174	0.0524076	0.0187691	0.0197618	0.0653083	2.98739
15530	-15725.6	-15709.6	-15.9621	0.0899403	0.101923	0.123595	0.0714718	0.153162	0.0867183	0.0792242	0.106193	0.0855303	0.0757671	0.0829717	0.148583	0.0742222	0.0902322	0.108666	0.136204	0.151707	0.0716334	0.117461	0.12245	0.0650422	0.0858131	0.0649692	0.033089	0.0376665	0.0279696	0.0371708	0.0325336	0.0603043	0.0384615	0.0390755	0.0151168	0.0207729	0.00804338	0.0302792	0.0195089	0.0350475	0.053739	0.0310536	0.0409898	0.0345732	0.0302459	0.0953475	3.01447
15540	-15727.5	-15710.6	-16.8506	0.0833109	0.0896052	0.114632	0.0667588	0.136216	0.0916848	0.0880745	0.114748	0.10021	0.0908167	0.0910683	0.158469	0.0742222	0.0965544	0.108497	0.13922	0.166553	0.0945106	0.0983425	0.136426	0.0527058	0.0872302	0.0756965	0.0220279	0.0412221	0.0140691	0.0383269	0.0416941	0.0767746	0.0368314	0.0221238	0.0194699	0.0299634	0.00912475	0.0362705	0.0236394	0.0346399	0.0685231	0.0429832	0.0608702	0.0232935	0.0357258	0.0701848	3.10331
15550	-15729.2	-15712.7	-16.4555	0.0910918	0.111716	0.100515	0.0744076	0.136216	0.0860297	0.073412	0.118055	0.0932891	0.0657324	0.0645967	0.157333	0.0909967	0.0944444	0.0894199	0.123681	0.149902	0.0844114	0.114816	0.122025	0.0470531	0.114977	0.0824948	0.0375462	0.0368445	0.027944	0.0324684	0.0355055	0.0700444	0.0514103	0.026543	0.0265243	0.0299634	0.0191936	0.0566275	0.0381698	0.0304384	0.0523095	0.0408222	0.0477881	0.0271702	0.017716	0.072161	3.06381
15560	-15737.2	-15721	-16.2356	0.0824388	0.0825314	0.133921	0.0627679	0.10457	0.0958715	0.069902	0.126287	0.0813409	0.0903443	0.0837404	0.126304	0.0667552	0.0886439	0.106243	0.137417	0.146926	0.0741994	0.0926954	0.129817	0.054275	0.095793	0.087023	0.0253719	0.0451625	0.0335282	0.0631971	0.0359191	0.0743561	0.0347485	0.0341937	0.0171858	0.0299634	0.0156498	0.0518595	0.0456782	0.0291427	0.0761114	0.0226423	0.0550822	0.0239276	0.0198449	0.0884458	3.04182
15570	-15732.2	-15715.1	-17.1121	0.101658	0.115371	0.120904	0.0812203	0.135851	0.113572	0.0786089	0.105271	0.117964	0.0648777	0.0888363	0.141784	0.0641107	0.0986379	0.13057	0.137417	0.168626	0.0835909	0.128309	0.150492	0.0673561	0.0857719	0.0772395	0.0232471	0.042827	0.0248421	0.0376367	0.0297394	0.0674287	0.0372903	0.0341937	0.0267267	0.0231482	0.0191831	0.0276936	0.0325755	0.0318448	0.0534149	0.033174	0.0374022	0.00733614	0.0118162	0.069908	3.12947
15580	-15732.1	-15715.6	-16.47	0.096855	0.106894	0.135439	0.063128	0.11953	0.111248	0.0830891	0.116991	0.0844504	0.0674168	0.102947	0.126462	0.0735076	0.108235	0.101416	0.118683	0.178839	0.0815726	0.111509	0.132386	0.0515009	0.0940413	0.0919457	0.0335017	0.0428658	0.0294018	0.0448133	0.0286513	0.0605866	0.0313134	0.0102995	0.0211571	0.0231482	0.0299942	0.0340546	0.0368408	0.022	0.0611751	0.0222966	0.0411016	0.0183633	0.0353407	0.0802628	3.06525
15590	-15729.2	-15712.8	-16.3894	0.118109	0.0918006	0.113041	0.0957194	0.122379	0.0954309	0.0630173	0.113659	0.102839	0.0960331	0.0688102	0.148089	0.0875839	0.0982184	0.0889526	0.109608	0.168924	0.0805302	0.115258	0.137365	0.0654106	0.0953281	0.0728042	0.0290331	0.0405792	0.0216478	0.0446709	0.0369923	0.0605866	0.0284235	0.0185796	0.0140965	0.0287409	0.0209088	0.0379825	0.0387899	0.036711	0.0590429	0.0188893	0.0452022	0.0141125	0.0306327	0.0826647	3.0572
15600	-15732	-15716.7	-15.2905	0.0849412	0.103481	0.100426	0.0764061	0.132823	0.095647	0.0761027	0.0799461	0.0984019	0.0697497	0.0844657	0.13789	0.0703201	0.0975423	0.100171	0.107724	0.178885	0.0691147	0.10504	0.130259	0.0454967	0.105463	0.0643411	0.0248869	0.0419165	0.0166736	0.047252	0.0372526	0.0496754	0.0386154	0.0309464	0.0237051	0.019519	0.0120489	0.0545839	0.0321244	0.0199557	0.0536514	0.0393576	0.048426	0.0162684	0.0326566	0.0931491	2.9473
15610	-15728.3	-15712.5	-15.8123	0.0803155	0.101608	0.111623	0.0667077	0.123011	0.10354	0.0767246	0.108547	0.0889418	0.0738067	0.0803165	0.121454	0.0799702	0.0963051	0.10798	0.111776	0.169244	0.0931745	0.096343	0.115817	0.0612059	0.0962476	0.0834318	0.0248869	0.0506183	0.0265069	0.0443427	0.0418259	0.0816538	0.022365	0.0326618	0.0266598	0.0118637	0.0177227	0.0391791	0.0431273	0.0271898	0.054442	0.0187234	0.0376438	0.0272549	0.0319788	0.0907434	2.99948
15620	-15730	-15713.7	-16.3129	0.0897573	0.100774	0.100648	0.0735269	0.103691	0.0938901	0.0652906	0.118591	0.0896783	0.0742367	0.0981694	0.145537	0.0873496	0.115647	0.101999	0.126431	0.149616	0.0837847	0.13148	0.135963	0.055287	0.0930021	0.085441	0.0290428	0.0280787	0.0446295	0.0494942	0.0479086	0.0713562	0.0316363	0.0280069	0.0272978	0.0207047	0.01818	0.0442237	0.0185557	0.0312563	0.0476622	0.029998	0.0385604	0.0209079	0.0189725	0.0832778	3.04954
15630	-15725.1	-15708.5	-16.623	0.102266	0.0972765	0.110568	0.0963246	0.141512	0.105422	0.0728669	0.106852	0.0901411	0.0638746	0.0981694	0.157099	0.0936057	0.0948811	0.116169	0.110912	0.167229	0.0759345	0.107091	0.120914	0.0661296	0.0876419	0.0944684	0.0296718	0.0326118	0.0272348	0.0400777	0.0379471	0.0669964	0.0371707	0.019054	0.027821	0.0275289	0.0117182	0.0443	0.0307431	0.0316623	0.056729	0.0309947	0.0418538	0.0152454	0.0164931	0.0773531	3.08055
15640	-15725.5	-15709.6	-15.9118	0.101675	0.0989983	0.117941	0.0753711	0.12384	0.104441	0.0692916	0.106852	0.0886787	0.0750592	0.0712385	0.144348	0.084764	0.100486	0.110807	0.10498	0.18524	0.0767962	0.113805	0.141932	0.0566296	0.0774829	0.0784923	0.0205017	0.0369851	0.0256492	0.0639738	0.0430143	0.0479345	0.0441714	0.0396635	0.0226833	0.0166132	0.0154053	0.0460599	0.0230498	0.0402486	0.0554497	0.0214108	0.0401484	0.00934125	0.0226847	0.0652933	3.00943
15650	-15723.1	-15705.9	-17.2194	0.104967	0.126229	0.116758	0.0984574	0.137272	0.0929146	0.074821	0.119268	0.101796	0.0830858	0.0786165	0.150647	0.067408	0.101916	0.111778	0.1132	0.151365	0.0910429	0.0933122	0.141932	0.0610998	0.089737	0.0799881	0.0238866	0.0433057	0.016853	0.0405882	0.0431788	0.067248	0.0370715	0.0246387	0.016268	0.0241964	0.0384884	0.0427943	0.0302918	0.0338307	0.0554239	0.0247251	0.0517565	0.0177967	0.0312559	0.0889881	3.1402
15660	-15722.3	-15706.3	-16.0581	0.0986212	0.106974	0.114691	0.070098	0.119726	0.0938554	0.0769594	0.10763	0.0929873	0.0974789	0.0762789	0.139409	0.0705784	0.0792253	0.109172	0.105292	0.149006	0.0876231	0.113227	0.115768	0.0818155	0.0936853	0.0843128	0.0476973	0.0382149	0.030958	0.0595652	0.0295722	0.0599672	0.0397063	0.0218807	0.0249881	0.0284392	0.0317235	0.0349305	0.0250881	0.0301733	0.0567911	0.0253362	0.0424898	0.0186089	0.0324869	0.0610383	3.02407
15670	-15724	-15707.4	-16.6442	0.119872	0.106378	0.0982465	0.070098	0.131555	0.0899052	0.078965	0.111666	0.0929873	0.0769861	0.0945968	0.16637	0.0668833	0.10288	0.114256	0.123649	0.158327	0.0761165	0.110977	0.131153	0.055719	0.0850532	0.0941475	0.0288953	0.0562892	0.0345722	0.0457005	0.0285353	0.0539454	0.0326036	0.0248627	0.0195557	0.0157321	0.017437	0.0562574	0.0331739	0.0284305	0.0536998	0.0332094	0.0413015	0.0174711	0.0324869	0.0717315	3.08268
15680	-15732.5	-15717	-15.4452	0.0766639	0.123661	0.0969892	0.0546474	0.113527	0.0876567	0.0636589	0.129845	0.0993693	0.0631534	0.0871084	0.142393	0.0689081	0.0776081	0.114991	0.0972257	0.182974	0.0746385	0.115226	0.131499	0.0478636	0.105795	0.0947261	0.0315541	0.0562892	0.0320208	0.0452347	0.0295822	0.0551833	0.0407932	0.0344409	0.0195557	0.0205021	0.0104385	0.0476497	0.0277446	0.0272827	0.0520234	0.0263385	0.0487861	0.0144765	0.0199803	0.0727727	2.96278
15690	-15729.9	-15713.9	-15.9835	0.106955	0.113907	0.10538	0.0803258	0.116793	0.0876567	0.0794385	0.129199	0.0806406	0.0860425	0.0981946	0.158145	0.067019	0.0950505	0.109664	0.118314	0.16514	0.0872865	0.111461	0.122362	0.0492138	0.107071	0.063732	0.0271619	0.0451786	0.0261392	0.0534746	0.0296982	0.0623299	0.0315509	0.0490222	0.0109845	0.00923931	0.0113422	0.0338178	0.0352386	0.0306047	0.041856	0.0167206	0.0450898	0.014936	0.0281153	0.0751142	3.01661
15700	-15723.9	-15708.3	-15.6462	0.080956	0.134807	0.0926473	0.0634199	0.111552	0.0885057	0.0743938	0.112954	0.0866108	0.0766694	0.071522	0.134009	0.0901976	0.0967727	0.123729	0.122626	0.156171	0.0885321	0.109058	0.128383	0.0523426	0.0792871	0.0956989	0.0290725	0.0413005	0.0363444	0.0441191	0.0334149	0.0447688	0.0379154	0.0299594	0.0151926	0.0172086	0.0232619	0.0370043	0.0348263	0.0247167	0.0564534	0.0254148	0.0455009	0.0125854	0.0463437	0.0766205	2.98287
15710	-15722.1	-15705.6	-16.4976	0.0992144	0.106611	0.126578	0.0631384	0.123024	0.104269	0.0824385	0.116671	0.096707	0.0799924	0.094174	0.138286	0.0915713	0.0944772	0.113077	0.128956	0.13944	0.0806794	0.0941472	0.124401	0.0479415	0.082217	0.0878704	0.0295887	0.0434705	0.026814	0.062292	0.0289476	0.0694162	0.0332665	0.0292374	0.0315104	0.0230227	0.0237229	0.0439256	0.0326884	0.0170921	0.058241	0.0247856	0.0632978	0.021807	0.0233765	0.0656321	3.06802
15720	-15723.2	-15708	-15.2329	0.0869992	0.0983649	0.1088	0.0714437	0.103641	0.0960376	0.0749868	0.101255	0.0823588	0.0708306	0.0838153	0.154659	0.0781386	0.0896601	0.12155	0.120842	0.173952	0.0713334	0.110108	0.12016	0.058471	0.0822292	0.0630097	0.0229679	0.0350629	0.0441236	0.0423244	0.0293281	0.0641762	0.0305185	0.0221746	0.0374652	0.0257122	0.0264662	0.0485308	0.0346294	0.0181556	0.04998	0.019608	0.0458289	0.0176174	0.0350207	0.0692029	2.94154
15730	-15728.9	-15713.8	-15.0681	0.0851857	0.104926	0.0917273	0.0752505	0.130592	0.0944379	0.0779816	0.128837	0.108411	0.0640589	0.066178	0.161836	0.0748467	0.0921688	0.105652	0.0950764	0.127924	0.0752255	0.130513	0.125767	0.058471	0.0792372	0.0648026	0.0246013	0.0446972	0.0335388	0.0372113	0.0404586	0.0564258	0.0272689	0.0321746	0.0227597	0.025066	0.0182102	0.0364593	0.0249534	0.0403882	0.0566872	0.0147435	0.0362174	0.0273644	0.0268686	0.0798581	2.92506
15740	-15721.4	-15704.6	-16.8385	0.0866209	0.112375	0.109383	0.0797644	0.135376	0.089538	0.0851325	0.132531	0.0882896	0.0866274	0.0615038	0.149973	0.080381	0.0958909	0.130046	0.109792	0.175631	0.0830092	0.114362	0.14162	0.0611709	0.1008	0.0637145	0.0286174	0.0310883	0.0261568	0.0452085	0.0466309	0.0631673	0.0381092	0.0317681	0.0192299	0.0163027	0.0154736	0.032592	0.0299907	0.0321606	0.070398	0.034285	0.0520188	0.0210817	0.0144387	0.0798581	3.10211
15750	-15724.3	-15707.2	-17.1573	0.0875339	0.10294	0.11598	0.0627405	0.134356	0.103593	0.0900167	0.109039	0.0899482	0.0862749	0.0728471	0.149973	0.0903203	0.117299	0.105425	0.122946	0.177755	0.0718003	0.10592	0.123902	0.0753182	0.105116	0.0783069	0.0254737	0.0471566	0.0184446	0.0614837	0.0302719	0.0585955	0.0429961	0.0218399	0.0255334	0.0122463	0.0214302	0.0456663	0.0452474	0.03398	0.0550131	0.0264739	0.0473206	0.0106812	0.0321736	0.0926033	3.13398
15760	-15729.5	-15713	-16.5178	0.0887931	0.103848	0.111337	0.0623012	0.134135	0.0800011	0.0813828	0.128281	0.0988948	0.0754321	0.0923035	0.122388	0.0660007	0.0961682	0.137663	0.134022	0.162233	0.078544	0.107086	0.121866	0.072305	0.0780792	0.102543	0.0194249	0.0375177	0.0212155	0.0499465	0.0414433	0.0707774	0.0443216	0.0304206	0.0076559	0.0112069	0.0161588	0.0403401	0.0278975	0.0401355	0.0514232	0.0259325	0.0645992	0.0262028	0.0298613	0.0779419	3.07003
15770	-15723.8	-15707.8	-15.9568	0.082127	0.119901	0.0885377	0.0842869	0.128216	0.0882234	0.0896833	0.119827	0.107299	0.0774047	0.0801006	0.134002	0.0853487	0.086852	0.11267	0.124253	0.159259	0.0929857	0.116166	0.122906	0.0476574	0.0750248	0.0673452	0.0334003	0.0446187	0.020374	0.0475201	0.0394972	0.0519971	0.0399918	0.0149555	0.0244253	0.0131292	0.0260903	0.031036	0.0331241	0.0352009	0.0527403	0.0324316	0.0577924	0.0256764	0.0281848	0.0716728	3.01394
15780	-15722.9	-15706.8	-16.1568	0.0758083	0.10169	0.104647	0.0692426	0.121562	0.0955737	0.0744387	0.123924	0.0873686	0.0644458	0.0803438	0.149652	0.0956128	0.12377	0.109297	0.110656	0.147549	0.0782766	0.115472	0.121701	0.0717689	0.0802095	0.0849546	0.0332532	0.0403574	0.0157994	0.0521437	0.0321901	0.0692128	0.0438837	0.025849	0.0207895	0.0251571	0.0181652	0.0410996	0.0395088	0.0444709	0.0527403	0.0223246	0.0402932	0.0179782	0.0220136	0.0887442	3.03394
15790	-15727.9	-15712.9	-15.0649	0.0916869	0.080025	0.0994061	0.0588753	0.113114	0.0964997	0.0835935	0.106279	0.0943305	0.0850237	0.0811275	0.138693	0.0825952	0.0931331	0.117479	0.117185	0.1623	0.0988313	0.1078	0.110441	0.0433123	0.0995729	0.0784176	0.0326937	0.0340563	0.0177257	0.0556084	0.0281238	0.0597333	0.0405333	0.0174869	0.0346325	0.0251568	0.0313947	0.0343167	0.0233208	0.0188499	0.0503897	0.0367104	0.0355095	0.0179782	0.0335239	0.0572786	2.92474
15800	-15718.3	-15701.9	-16.362	0.0969346	0.117411	0.116191	0.0635956	0.134716	0.107497	0.0809984	0.134473	0.0981493	0.0929584	0.076893	0.152025	0.0767237	0.0869748	0.129846	0.119909	0.15103	0.0725955	0.103906	0.103248	0.0457103	0.0913583	0.0818071	0.0323719	0.0418593	0.021363	0.0499151	0.0238849	0.0556222	0.0440002	0.0249995	0.0170536	0.0241053	0.0252639	0.0466887	0.0289164	0.0307744	0.062536	0.031012	0.0428735	0.0171847	0.0273202	0.0717586	3.05445
15810	-15719.5	-15704	-15.4601	0.0672425	0.108161	0.0987847	0.0682489	0.122678	0.0946084	0.0741772	0.123212	0.115255	0.0747613	0.0964139	0.150884	0.0749736	0.0860556	0.106458	0.101725	0.157193	0.0753533	0.102628	0.119667	0.0626457	0.0952056	0.0688317	0.027757	0.0298221	0.0258486	0.0516408	0.039914	0.0578755	0.045441	0.0249995	0.0193675	0.0149693	0.0243008	0.0410163	0.0209459	0.028537	0.0640439	0.0364302	0.0461909	0.0265658	0.0179841	0.0754521	2.96427
15820	-15726.5	-15710.5	-15.9879	0.0815579	0.0982792	0.112517	0.0682489	0.130432	0.110364	0.0756316	0.133008	0.0741892	0.0776098	0.0720767	0.124105	0.0909776	0.091146	0.119758	0.110536	0.1786	0.0830878	0.11299	0.152663	0.0577239	0.0863558	0.073382	0.0159991	0.0343509	0.0187684	0.0438065	0.026905	0.0693366	0.0390862	0.0223599	0.0235157	0.00905511	0.0123196	0.0471672	0.0356784	0.0225441	0.0560726	0.034171	0.046007	0.024314	0.0342008	0.086147	3.01704
15830	-15720.1	-15703.8	-16.294	0.105382	0.105989	0.111944	0.088769	0.136481	0.0843406	0.0842095	0.119264	0.107149	0.0695582	0.0788469	0.127669	0.0949189	0.0993495	0.103367	0.124508	0.147561	0.0681106	0.0979865	0.137571	0.0753928	0.0830556	0.0759816	0.0280514	0.0362357	0.0221834	0.0479647	0.0516097	0.0622878	0.0324423	0.0250157	0.0329517	0.0175834	0.0176562	0.0484203	0.0291674	0.0326196	0.0489007	0.022432	0.0342824	0.0197683	0.0305724	0.0801018	3.04765
15840	-15723.4	-15706.7	-16.7243	0.0829926	0.102121	0.111531	0.0852738	0.126923	0.117822	0.0708835	0.125723	0.102797	0.0782796	0.0882979	0.154858	0.095412	0.107738	0.105761	0.0969945	0.178975	0.0796376	0.0978735	0.121503	0.0706072	0.08693	0.0943747	0.0299536	0.0311133	0.0215241	0.0567107	0.0309644	0.0575558	0.034906	0.013019	0.0286744	0.0151375	0.0305576	0.0400428	0.0365081	0.0214923	0.0598341	0.0374461	0.0497034	0.0126414	0.0381111	0.0614741	3.09068
15850	-15719.6	-15703.4	-16.2617	0.0901025	0.114317	0.110731	0.0780055	0.131269	0.0969889	0.0728145	0.111566	0.089048	0.068103	0.0742865	0.150197	0.0810441	0.114396	0.102624	0.139287	0.164889	0.0760119	0.129951	0.139516	0.0510068	0.0956638	0.0749889	0.0268462	0.0360403	0.0148525	0.058008	0.0398262	0.0570133	0.0316741	0.0296179	0.0307883	0.0202737	0.0159467	0.0406304	0.0423187	0.0216769	0.0504289	0.026574	0.0494868	0.0114269	0.0217481	0.06244	3.04442
15860	-15727.3	-15710	-17.2773	0.0937641	0.0936067	0.107421	0.0615792	0.131926	0.124713	0.0847992	0.142597	0.095138	0.0930119	0.078318	0.153501	0.0829453	0.102777	0.112773	0.111069	0.151223	0.0924862	0.121733	0.130995	0.075848	0.0778348	0.0943493	0.0275236	0.0489952	0.0231434	0.0433854	0.0374077	0.0721677	0.0303454	0.0385274	0.0204287	0.0201836	0.0222036	0.0342846	0.0424825	0.0368129	0.0613599	0.0362405	0.038846	0.0177297	0.0171923	0.0623108	3.14598
15870	-15719.5	-15703.2	-16.251	0.103229	0.108891	0.104078	0.0688272	0.111626	0.0938481	0.076232	0.117148	0.110585	0.0837993	0.0761785	0.155491	0.0739801	0.109062	0.118408	0.112449	0.160428	0.0741963	0.11075	0.110846	0.070253	0.0925354	0.0778558	0.0225516	0.0452192	0.0217054	0.0467978	0.0506633	0.0607471	0.0237701	0.0119423	0.0329754	0.0292144	0.0235316	0.0397223	0.0363033	0.0321244	0.0505021	0.0240163	0.0426004	0.0116511	0.0354169	0.0812047	3.04336
15880	-15734.2	-15718.1	-16.0921	0.0874453	0.100533	0.103487	0.0553805	0.135084	0.090204	0.0998735	0.136913	0.115389	0.0625131	0.0790443	0.125062	0.0613662	0.0865553	0.105854	0.109029	0.189892	0.0556946	0.118417	0.135544	0.0533969	0.0841567	0.070803	0.017976	0.0527086	0.0246338	0.0380195	0.0290418	0.065192	0.0439301	0.0282734	0.0348318	0.0318985	0.0166208	0.0491928	0.035701	0.0302998	0.0563162	0.0280974	0.0548326	0.0119811	0.0253464	0.0909338	3.02746
15890	-15720.1	-15704	-16.1163	0.102454	0.0906054	0.105914	0.0708302	0.120396	0.0991381	0.0780208	0.112748	0.0913894	0.0919291	0.0659988	0.146029	0.0729975	0.0898033	0.113452	0.109252	0.184652	0.0859475	0.106635	0.133943	0.0502122	0.0801237	0.0903384	0.0233667	0.0392231	0.02053	0.0607268	0.04625	0.0679162	0.0406031	0.0263184	0.0231556	0.0162762	0.0172406	0.0425462	0.0396752	0.0308246	0.0563162	0.0175337	0.0564953	0.0123887	0.0231219	0.0765642	3.02988
15900	-15716.9	-15701	-15.8854	0.0821796	0.104229	0.132667	0.068413	0.13333	0.0939476	0.0672749	0.110695	0.0962348	0.0797559	0.086352	0.146158	0.0808847	0.101213	0.109904	0.121676	0.156932	0.0731857	0.0970697	0.109734	0.0598357	0.0881187	0.0917485	0.0224103	0.0301302	0.0213092	0.0508298	0.039532	0.0557135	0.0447394	0.0303732	0.0199396	0.0168162	0.0371903	0.0393086	0.0311341	0.0289398	0.0672032	0.0282101	0.0441238	0.00987545	0.0209095	0.0765642	3.00679
